(April 29 2015, Decided at_time, June 29 2015)
(Oklahoma, used midazolam for, first time in its execution of Clayton Lockett)
(Oklahoma, used, midazolam)
(Oklahoma, thereafter used midazolam for, first time in its execution of Clayton Lockett)
(Oklahoma, thereafter used for, time)
(Lockett, in, groin area)
(line, was, set)
(physician, declared, set)
(intravenous IV line, was, set)
(IV line, was, set)
(physician, declared, set in Lockett 's groin area)
(intravenous IV line, was set in, Lockett 's groin area)
(attending physician, declared, set in Lockett 's groin area)
(attending physician, declared, set)
(line, was set in, Lockett 's groin area)
(intravenous line, was, set)
(intravenous line, was set in, Lockett 's groin area)
(IV line, was set in, Lockett 's groin area)
(attending physician, declared, Lockett unconscious)
(physician, declared, Lockett unconscious)
(paralytic chloride, were, When administered)
(paralytic chloride, were, administered)
(chloride, were, When administered)
(chloride, were, administered)
(Lockett, was, pronounced)
(Lockett, was pronounced, dead)
(State, stayed, future executions)
(it, sought, determine)
(IV, fully deliver, drugs)
(IV, fully deliver drugs into, Lockett 's veins)
(flaw, is in, IV line)
(IV, deliver, drugs)
(IV, deliver drugs into, Lockett 's veins)
(IV, deliver, lethal drugs)
(Lockett, into, veins)
(IV, fully deliver, lethal drugs)
(concentration, was more than, sufficient)
(concentration, was, more)
(Lockett, in, blood)
(concentration, render, person unconscious)
(concentration, render, average person unconscious)
(concentration, is in, Lockett 's blood)
(State, modified, its injection protocol)
(State, modified, its lethal injection protocol)
(members, insert, IV)
(members, insert properly, IV)
(members, are, able)
(protocol, charges, them)
(new protocol, charges, them)
(inmate, is, unconscious)
(protocol, authorize, use of three-drug formula)
(protocol, authorize, use)
(it, does increase, dose of midazolam)
(protocol, authorize, use of three-drug formula used)
(it, does increase, dose)
(it, intended dose of, midazolam)
(protocol, authorize, use of same three-drug formula)
(it, does increase, intended dose of midazolam)
(protocol, authorize, use of same formula)
(protocol, authorize, use of formula used)
(it, does increase, intended dose)
(it, does increase dose to, 500 milligrams)
(protocol, authorize, use of same three-drug formula used)
(protocol, authorize, use of same formula used)
(protocol, authorize, use of formula)
(it, does increase dose from, 100 milligrams)
(it, dose of, midazolam)
(State, has indicated, subject)
(State, has indicated, subject to substitution of agents)
(State, has indicated, subject to immaterial substitution of agents)
(State, has indicated, subject to only substitution of paralytic agents)
(State, has indicated, subject to immaterial substitution of paralytic agents)
(State, has indicated, subject to immaterial substitution)
(State, has indicated, subject to only immaterial substitution of paralytic agents)
(State, has indicated, subject to only immaterial substitution of agents)
(State, has indicated, subject to only substitution)
(State, has indicated, subject to only substitution of agents)
(it, use drug combination in, upcoming executions)
(State, has indicated, subject to substitution of paralytic agents)
(State, has indicated, subject to substitution)
(State, has indicated, subject to only immaterial substitution)
(respondent prison officials, challenging, constitutionality of Oklahoma 's method of execution)
(Oklahoma, of, method of execution)
(challenging, constitutionality of, Oklahoma 's method)
(respondent prison officials, challenging, constitutionality)
(challenging, constitutionality of, Oklahoma 's method of execution)
(respondent prison officials, challenging, constitutionality of Oklahoma 's method)
(inmates, filed, 42 U. S. C.)
(Oklahoma, on, death row)
(State, released, its revised execution protocol)
(State, released, its execution protocol)
(executions, were, most imminent)
(State 's use, violate, Eighth Amendment)
(State 's intended use, violate, Eighth Amendment)
(drug, is incapable unlike, sodium thiopental)
(State 's use, violate Eighth Amendment, incapable)
(State, has, intended use of midazolam)
(State 's intended use, violate Eighth Amendment, unlike sodium thiopental incapable)
(State 's use, violate Eighth Amendment, unlike sodium thiopental incapable)
(State 's intended use, violate Eighth Amendment, incapable)
(drug, is, incapable)
(petitioners, relied on, testimony)
(petitioners, relied on, testimony of two experts)
(petitioners, relied principally on, testimony of two experts)
(Dr. Larry Sasich, doctor of, pharmacy)
(petitioners, relied principally on, testimony)
(State, doctor of, pharmacy)
(State, doctor in, turn)
(State, also doctor of, pharmacy)
(State, doctor based, its case on testimony)
(State, also doctor based, its case on testimony of Dr. Roswell Evans)
(State, also doctor based, its case on testimony)
(State, doctor based, its case on testimony of Dr. Roswell Evans)
(State, also doctor in, turn)
(State, also doctor based, its case)
(State, doctor based, its case)
(experts ' testimony, overlapped To, great extent)
(experts ' testimony, overlapped To, extent)
(midazolam, is from, class)
(midazolam, is from, class of drugs known)
(midazolam, is from, class of drugs known as benzodiazepines)
(midazolam, is from, class of sedative drugs known)
(it, has, effects)
(midazolam, is from, class of sedative drugs)
(midazolam, is from, class of sedative drugs known as benzodiazepines)
(midazolam, is from, class of drugs)
(use, is in, fact)
(midazolam, can, can used)
(midazolam, render, someone unconscious)
(midazolam, render, someone)
(midazolam, is, subject)
(it, keeping, condemned inmate unconscious)
(it, keeping, inmate unconscious)
(lethal injection drugs, are, administered)
(it, keeping, inmate)
(second injection drugs, are, when administered)
(lethal injection drugs, are, when administered)
(experts ' opinions, diverged on, questions ceiling effect operates)
(it, keeping, condemned inmate)
(injection drugs, are, administered)
(injection drugs, are, when administered)
(second lethal injection drugs, are, administered)
(experts ' opinions, diverged however on, questions ceiling effect operates)
(it, will prevent, midazolam)
(second lethal injection drugs, are, when administered)
(second injection drugs, are, administered)
(benzodiazepines, may induce, unconsciousness)
(benzodiazepines, may induce unconsciousness like, barbiturate drugs)
(they, do in, way)
(unconsciousness, benzodiazepines such as, midazolam)
(they, do so in, materially different way)
(benzodiazepines, inhibiting, neuron function)
(they, do in, materially different way)
(they, do so in, way)
(they, do in, different way)
(they, do so in, different way)
(binding, called, gamma-aminobutyric acid)
(binding, called, GABA)
(acid, binding of, naturally occurring chemical)
(benzodiazepines, initially cause, sedation)
(benzodiazepines, initially cause sedation, facilitating)
(gamma-aminobutyric acid, binding of, occurring chemical)
(neurons, is in, central nervous system)
(gamma-aminobutyric acid, binding of, chemical)
(acid, binding of, occurring chemical)
(benzodiazepines, cause, sedation)
(acid, binding of, chemical)
(benzodiazepines, cause sedation, facilitating)
(binding, called, acid)
(gamma-aminobutyric acid, binding of, naturally occurring chemical)
(barbiturates, mimic, its effects)
(barbiturates, also act at, higher doses)
(barbiturates, also act as, GABA substitute)
(barbiturates, mimic, its neuron-suppressing effects)
(barbiturates, act as, GABA substitute)
(barbiturates, act at, doses)
(barbiturates, also act at, doses)
(barbiturates, act at, higher doses)
(their effect, is capped at, level of sedation)
(their effect, is capped at, level)
(their effect, is capped at, lower level of sedation)
(their effect, is capped at, lower level)
(their effect, is, capped)
(ceiling, is, Critically reached)
(ceiling, is reached, can achieved)
(ceiling, Critically is reached according to, Dr. Lubarsky)
(ceiling, is reached according to, Dr. Lubarsky)
(ceiling, is, reached)
(full anesthesia, can, can achieved)
(midazolam, on, sedative effect)
(ceiling, Critically is reached, can achieved)
(anesthesia, can, can achieved)
(it, is incapable including, pain associated with administration)
(it, is incapable, keeping)
(it, is incapable including, extreme pain associated with administration of drugs)
(it, is incapable including, extreme pain associated with administration of second drugs in Oklahoma 's injection protocol)
(Oklahoma, in, lethal injection protocol)
(it, is incapable including, pain associated with administration of second drugs in Oklahoma 's injection protocol)
(it, is incapable including, pain associated with administration of drugs in Oklahoma 's injection protocol)
(it, is incapable including, extreme pain associated with administration of drugs in Oklahoma 's injection protocol)
