from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
indicates	 criminal_triples/case_17.txt	 record	 indicates in	 our view 	 Thus the record, in our view, indicates that McWilliams did request additional help from mental health experts
experts	 criminal_triples/case_17.txt	 McWilliams	 did request help from	 health experts 	 Thus the record, in our view, indicates that McWilliams did request additional help from mental health experts
main	 criminal_triples/case_17.txt	 We	 turn to	 main question 	 We turn to the main question before us: whether the Alabama Court of Criminal Appeals' determination that McWilliams got all the assistance that Ake requires was "contrary to, or involved an unreasonable application of, clearly established Federal law.
yes	 criminal_triples/case_17.txt	 us	 answer	 yes 	 McWilliams would have us answer "yes" on the ground that Ake clearly established that a State must provide an indigent defendant with a qualified mental health expert retained specifically for the defense team, not a neutral expert available to both parties
qualified	 criminal_triples/case_17.txt	 indigent defendant	 is with	 qualified mental health expert 	 McWilliams would have us answer "yes" on the ground that Ake clearly established that a State must provide an indigent defendant with a qualified mental health expert retained specifically for the defense team, not a neutral expert available to both parties
meet	 criminal_triples/case_17.txt	 State	 meet	 standard 	 As a practical matter, the simplest way for a State to meet this standard may be to provide a qualified expert retained specifically for the defense team
really	 criminal_triples/case_17.txt	 issue	 really been mooted over	 years 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
mooted	 criminal_triples/case_17.txt	 issue	 really been mooted over	 years 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
changes	 criminal_triples/case_17.txt	 issue	 been mooted because of	 statutory changes 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
last	 criminal_triples/case_17.txt	 issue	 been mooted over	 last 30-some-odd years 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
unwillingness	 criminal_triples/case_17.txt	 dissent	 calls	 our unwillingness 	 The dissent calls our unwillingness to resolve the broader question whether Ake clearly established a right to an expert independent from the prosecution a "most unseemly maneuver.
independent	 criminal_triples/case_17.txt	 Ake	 clearly established	 right to expert independent 	 The dissent calls our unwillingness to resolve the broader question whether Ake clearly established a right to an expert independent from the prosecution a "most unseemly maneuver.
acutely	 criminal_triples/case_17.txt	 our approach	 is acutely unfair by	 ing 	 (Nor do we agree with the dissent that our approach is "acutely unfair to Alabama" by not "giv[ing] the State a fair chance to respond.
devoted	 criminal_triples/case_17.txt	 State	 devoted In	 fact 	 In fact, the State devoted an entire section of its merits brief to explaining why it thought that "[n]o matter how the Court resolves the [independent expert] question, the court of appeals correctly denied the habeas petition.
plainly	 criminal_triples/case_17.txt	 This	 was	 plainly incorrect 	 This was plainly incorrect
incorrect	 criminal_triples/case_17.txt	 This	 was	 plainly incorrect 	 This was plainly incorrect
providing	 criminal_triples/case_17.txt	 Alabama	 met examination portion	 providing for Dr. Goff 's examination 	 We are willing to assume that Alabama met the examination portion of this requirement by providing for Dr. Goff's examination of McWilliams
translate	 criminal_triples/case_17.txt	 defense	 translate data into	 legal strategy 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
data	 criminal_triples/case_17.txt	 defense	 translate data into	 legal strategy 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
strategy	 criminal_triples/case_17.txt	 defense	 translate data into	 legal strategy 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
medical	 criminal_triples/case_17.txt	 defense	 evaluate	 McWilliams ' medical records 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
extensive	 criminal_triples/case_17.txt	 defense	 evaluate	 McWilliams ' extensive records 	 Neither Dr. Goff nor any other expert helped the defense evaluate Goff's report or McWilliams' extensive medical records and translate these data into a legal strategy
prepare	 criminal_triples/case_17.txt	 defense	 prepare	 cross-examination 	 Neither Dr. Goff nor any other expert helped the defense prepare direct or cross-examination of any witnesses, or testified at the judicial sentencing hearing himself
direct	 criminal_triples/case_17.txt	 defense	 prepare	 direct of witnesses 	 Neither Dr. Goff nor any other expert helped the defense prepare direct or cross-examination of any witnesses, or testified at the judicial sentencing hearing himself
any	 criminal_triples/case_17.txt	 Dr. Goff	 do	 any 	 The dissent emphasizes that Dr. Goff was never ordered to do any of these things by the trial court
results	 criminal_triples/case_17.txt	 It	 results to	 Clerk 	 It only required "the Department of Corrections" to "complete neurological and neuropsychological testing on the Defendant . . . and send all test materials, results and evaluations to the Clerk of the Court.
materials	 criminal_triples/case_17.txt	 It	 send	 test materials 	 It only required "the Department of Corrections" to "complete neurological and neuropsychological testing on the Defendant . . . and send all test materials, results and evaluations to the Clerk of the Court.
erred	 criminal_triples/case_17.txt	 Alabama courts	 even erred in	 their application of law 	 The Eleventh Circuit held in the alternative that, even if the Alabama courts clearly erred in their application of federal law, their "error" nonetheless did not have the "substantial and injurious effect or influence" required to warrant a grant of habeas relief, Davis v. Ayala, 576 U. S. ___, ___ (2015) (slip op., at 10) (internal quotation marks omitted)
belief	 criminal_triples/case_17.txt	 trial judge	 relied heavily on	 his belief 	 For example, the trial judge relied heavily on his belief that McWilliams was malingering
perception	 criminal_triples/case_17.txt	 he	 alter	 judge 's perception of case 	 If McWilliams had the assistance of an expert to explain that "[m]alingering is not inconsistent with serious mental illness," Brief for American Psychiatric Association et al. as Amici Curiae 20, he might have been able to alter the judge's perception of the case
